10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,0
110,0
120,0
130,0
140,0
150,0
160,0
171,0
181,0
191,0
201,0
211,0
221,0
231,0
241,0
251,0
261,0
271,0
281,0
291,0
301,0
311,0
321,0
331,0
342,0
352,0
362,0
372,0
382,0
392,0
402,0
412,0
422,0
432,0
442,0
452,0
462,0
472,0
482,0
492,0
502,0
512,0
522,0
532,0
542,0
552,0
562,0
572,0
582,0
592,0
602,0
612,0
622,0
632,0
642,0
652,0
662,0
672,0
683,0
693,0
703,0
713,0
723,0
733,0
743,0
753,0
763,0
773,0
783,0
793,0
803,0
813,0
823,0
833,0
843,0
854,0
864,0
874,0
884,0
894,0
904,0
914,0
924,0
934,0
944,0
954,0
964,0
974,0
984,0
994,0
1004,0
1014,0
1024,0
1034,0
1044,0
1054,0
1064,0
1074,0
1084,0
1094,0
1104,0
1114,0
1124,0
1134,0
1144,0
1154,0
1164,0
1174,0
1184,0
1195,0
1205,0
1215,0
1225,0
1235,0
1245,0
1255,0
1265,0
1275,0
1285,0
1295,0
1305,0
1315,0
1325,0
1335,0
1345,0
1355,0
1366,0
1376,0
1386,0
1396,0
1406,0
1416,0
1426,0
1436,0
1446,0
1456,0
1466,0
1476,0
1486,0
1496,0
1506,0
1516,0
1526,0
1536,0
1546,0
1556,0
1566,0
1576,0
1586,0
1596,0
1606,0
1616,0
1626,0
1636,0
1646,0
1656,0
1666,0
1676,0
1686,0
1696,0
1707,0
1717,0
1727,0
1737,0
1747,0
1757,0
1767,0
1777,0
1787,0
1797,0
1807,0
1817,0
1827,0
1837,0
1847,0
1857,0
1867,0
1878,0
1888,0
1898,0
1908,0
1918,0
1928,0
1938,0
1948,0
1958,0
1968,0
1978,0
1988,0
1998,0
2008,0
2018,0
2028,0
2038,0
2048,0
2058,0
2068,0
2078,0
2088,0
2098,0
2108,0
2118,0
2128,0
2138,0
2148,0
2158,0
2168,0
2178,0
2188,0
2198,0
2208,0
2219,0
2229,0
2239,0
2249,0
2259,0
2269,0
2279,0
2289,0
2299,0
2309,0
2319,0
2329,0
2339,0
2349,0
2359,0
2369,0
2379,0
2390,0
2400,0
2410,0
2420,0
2430,0
2440,0
2450,0
2460,0
2470,0
2480,0
2490,0
2500,0
2510,0
2520,0
2530,0
2540,0
2550,0
2560,0
2570,0
2580,0
2590,0
2600,0
2610,0
2620,0
2630,0
2640,0
2650,0
2660,0
2670,0
2680,0
2690,0
2700,0
2710,0
2720,0
2731,0
2741,0
2751,0
2761,0
2771,0
2781,0
2791,0
2801,0
2811,0
2821,0
2831,0
2841,0
2851,0
2861,0
2871,0
2881,0
2891,0
2902,0
2912,0
2922,0
2932,0
2942,0
2952,0
2962,0
2972,0
2982,0
2992,0
3002,0
